Sample	DB	gene	allele	coverage	depth	diffs	uncertainty	divergence	length	maxMAF	clusterid	seqid	annotation
11A14CRGN054	SRST2_20160428	NZ_CP012884	NZ_CP012884	83.79	149.89	1018snp104indel31541holes		0.624	194742	0.5	125	01593	no
11A14CRGN054	SRST2_20160428	NZ_CP008829	NZ_CP008829	92.095	184.672	242snp16indel19265holes		0.108	243824	0.5	71	01122	no
11A14CRGN054	SRST2_20160428	NC_021654	NC_021654	98.963	172.338	166snp15indel2541holes		0.068	245869	0.5	70	01123	no
11A14CRGN054	SRST2_20160428	NZ_CP009777	NZ_CP009777	96.657	189.017	214snp13indel7088holes		0.104	212192	0.5	101	00039	no
11A14CRGN054	SRST2_20160428	NC_015154	NC_015154	75.249	154.764	1073snp51indel23643holes	edge0.0	1.491	95626	0.5	483	00921	no
11A14CRGN054	SRST2_20160428	NZ_CP010393	NZ_CP010393	98.771	189.106	201snp12indel2544holes		0.098	207543	0.5	107	00041	no
11A14CRGN054	SRST2_20160428	NC_025167	NC_025167	99.999	189.633	63snp3indel		0.064	99142	0.5	456	01548	no
11A14CRGN054	SRST2_20160428	NC_018953	NC_018953	98.214	243.614	5snp1indel165holes		0.055	9294	0.15	1284	00115	no
11A14CRGN054	SRST2_20160428	NC_009793	NC_009793	98.214	244.686	4snp1indel165holes		0.044	9294	0.15	1283	00120	no
11A14CRGN054	SRST2_20160428	NZ_CP009778	NZ_CP009778	98.887	324.65	1snp170holes	edge0.0	0.007	15271	0.472	1188	01753	no
11A14CRGN054	SRST2_20160428	NZ_CP011982	NZ_CP011982	98.784	287.094	30snp125indel616holes		0.059	51662	0.5	903	00944	no
11A14CRGN054	SRST2_20160428	NC_019155	NC_019155	99.484	189.527	115snp16indel588holes		0.1	115300	0.5	354	01672	no
11A14CRGN054	SRST2_20160428	NC_009650	NC_009650	98.269	196.877	215snp10indel1856holes		0.203	107576	0.5	409	00159	no
11A14CRGN054	SRST2_20160428	NZ_CP009115	NZ_CP009115	77.379	163.605	899snp30indel26689holes		0.984	118061	0.5	332	01461	no
11A14CRGN054	SRST2_20160428	NZ_CP011981	NZ_CP011981	98.051	189.704	136snp6indel2544holes		0.106	130552	0.5	290	00020	no
11A14CRGN054	SRST2_20160428	NC_025187	NC_025187	99.999	192.187	64snp5indel		0.056	114464	0.5	358	01678	no
N15-00524	SRST2_20160428	NZ_CP011979	NZ_CP011979	96.044	202.536	38snp1indel800holes		0.196	20222	0.471	1165	01780	no
N15-00524	SRST2_20160428	NZ_CP006919	NZ_CP006919	97.564	139.172	30snp616holes	edge0.0	0.122	25284	0.5	1140	00240	no
N15-00524	SRST2_20160428	NC_019151	NC_019151	99.959	81.812	3snp4indel		0.031	9803	0.169	1268	01147	no
N15-00524	SRST2_20160428	NC_009649	NC_009649	93.845	113.456	263snp15indel10819holes		0.159	175879	0.5	155	00444	no
N15-00524	SRST2_20160428	NC_019152	NC_019152	99.517	96.553	35snp102holes		0.166	21138	0.484	1162	01785	no
N15-00524	SRST2_20160428	NZ_CP011988	NZ_CP011988	100.0	184.822			0.0	13841	0.469	1213	00771	no
N15-00524	SRST2_20160428	NZ_CP006663	NZ_CP006663	78.803	116.365	350snp24indel24946holes		0.377	117755	0.5	335	01454	no
N15-00524	SRST2_20160428	NC_019384	NC_019384	100.0	140.43	28snp3indel		0.053	53286	0.49	889	01104	no
N15-00524	SRST2_20160428	NZ_CP011983	NZ_CP011983	100.0	153.765	25snp		0.058	43380	0.491	986	01717	no
N15-00524	SRST2_20160428	NZ_CP011990	NZ_CP011990	94.147	114.875	286snp15indel9508holes		0.187	162533	0.5	190	00932	no
N15-00524	SRST2_20160428	NC_019157	NC_019157	100.0	154.169	9snp		0.021	43380	0.49	984	01719	no
N15-00524	SRST2_20160428	NZ_CP006928	NZ_CP006928	97.502	137.238	26snp1indel355holes	edge0.0	0.187	14249	0.469	1202	00892	no
N15-00524	SRST2_20160428	NZ_CP008930	NZ_CP008930	95.174	114.997	303snp12indel9047holes		0.17	187571	0.5	133	01475	no
N15-00524	SRST2_20160428	NC_019159	NC_019159	100.0	184.486	1snp		0.007	13636	0.469	1216	00774	no
N15-00524	SRST2_20160428	NZ_CP008799	NZ_CP008799	99.998	170.676	25snp1indel		0.043	58050	0.491	846	00822	no
N15-00524	SRST2_20160428	NZ_CP011977	NZ_CP011977	85.49	125.547	503snp20indel31743holes		0.269	218836	0.5	92	00055	no
N15-00524	SRST2_20160428	NC_020552	NC_020552	80.375	167.011	59snp9indel10598holes		0.136	54038	0.491	876	01215	no
N15-00524	SRST2_20160428	NC_022740	NC_022740	87.117	156.669	54snp5959holes		0.134	46253	0.471	953	01343	no
N15-00524	SRST2_20160428	NC_019161	NC_019161	100.0	142.077	8snp		0.019	42447	0.491	992	01585	no
N15-00524	SRST2_20160428	NC_021666	NC_021666	100.0	179.557			0.0	14709	0.469	1195	00087	no
N15-00524	SRST2_20160428	NZ_CP014006	NZ_CP014006	87.058	156.006	47snp5974holes		0.117	46161	0.49	957	01347	no
N15-00524	SRST2_20160428	NZ_CP012990	NZ_CP012990	87.091	156.307	51snp5959holes		0.127	46161	0.491	956	01348	no
N15-00524	SRST2_20160428	NC_019165	NC_019165	78.764	146.057	173snp6indel22878holes		0.204	107748	0.5	406	00149	no
N15-00524	SRST2_20160428	NC_023905	NC_023905	98.316	124.294	133snp4indel1953holes		0.117	116047	0.497	347	00004	no
N15-00524	SRST2_20160428	NC_020132	NC_020132	98.526	109.328	248snp15indel2429holes		0.152	165295	0.5	187	01079	no
N15-00524	SRST2_20160428	NC_021656	NC_021656	100.0	135.586	14snp		0.029	48790	0.487	933	00576	no
N15-00524	SRST2_20160428	NZ_CP011991	NZ_CP011991	99.999	131.08	38snp3indel		0.033	113638	0.495	364	00296	no
N15-00524	SRST2_20160428	NZ_CP010395	NZ_CP010395	100.0	153.422	24snp		0.055	43380	0.49	985	01720	no
N15-00524	SRST2_20160428	NC_023903	NC_023903	99.998	131.031	39snp3indel		0.034	113640	0.496	363	00299	no
N15-00524	SRST2_20160428	NZ_CP011577	NZ_CP011577	98.136	117.712	245snp13indel2430holes		0.191	130719	0.5	287	01691	no
N15-00524	SRST2_20160428	NZ_CP009873	NZ_CP009873	100.0	184.406			0.0	13841	0.469	1212	00770	no
N15-00524	SRST2_20160428	NC_025130	NC_025130	81.959	167.911	60snp1indel9586holes		0.138	53134	0.49	891	01228	no
N15-00524	SRST2_20160428	NC_021655	NC_021655	99.999	133.562	42snp5indel		0.054	78227	0.495	632	00772	no
N15-00524	SRST2_20160428	NZ_CP010394	NZ_CP010394	100.0	185.554			0.0	13841	0.469	1211	00893	no
N15-00524	SRST2_20160428	NZ_CP008798	NZ_CP008798	76.054	170.529	175snp9indel20461holes		0.269	85473	0.5	582	01520	no
N15-00524	SRST2_20160428	NZ_CP011993	NZ_CP011993	100.0	184.576			0.0	13841	0.469	1214	00896	no
N15-00524	SRST2_20160428	NC_024992	NC_024992	77.783	113.238	440snp19indel40472holes		0.31	182204	0.5	141	00567	no
N15-00524	SRST2_20160428	NC_011382	NC_011382	100.0	143.015	2snp		0.008	23753	0.469	1155	00380	no
N15-00524	SRST2_20160428	NZ_CP011987	NZ_CP011987	97.106	149.302	35snp3indel2141holes		0.049	74026	0.491	675	01282	no
N15-00524	SRST2_20160428	NZ_CP012995	NZ_CP012995	94.361	143.122	48snp2316holes		0.124	41072	0.491	1008	00635	no
N15-00524	SRST2_20160428	NZ_CP006927	NZ_CP006927	97.435	107.428	228snp8indel3658holes		0.164	142788	0.5	244	00188	no
N15-00524	SRST2_20160428	NZ_CP008800	NZ_CP008800	96.148	107.01	280snp16indel7498holes		0.149	194877	0.5	124	01592	no
N15-00524	SRST2_20160428	NZ_CP012884	NZ_CP012884	83.711	84.286	1033snp100indel31697holes		0.634	194742	0.5	125	01593	no
N15-00524	SRST2_20160428	NZ_CP008829	NZ_CP008829	92.122	108.959	276snp16indel19199holes		0.123	243824	0.5	71	01122	no
N15-00524	SRST2_20160428	NC_021654	NC_021654	99.009	103.747	218snp15indel2429holes		0.09	245869	0.5	70	01123	no
N15-00524	SRST2_20160428	NZ_CP009777	NZ_CP009777	96.704	108.125	265snp13indel6987holes		0.129	212192	0.5	101	00039	no
N15-00524	SRST2_20160428	NC_015154	NC_015154	75.84	100.915	1079snp52indel23076holes	edge0.0	1.487	95626	0.5	483	00921	no
N15-00524	SRST2_20160428	NZ_CP010393	NZ_CP010393	98.827	108.208	256snp12indel2429holes		0.125	207543	0.5	107	00041	no
N15-00524	SRST2_20160428	NC_025167	NC_025167	99.999	134.134	36snp3indel		0.036	99142	0.495	456	01548	no
N15-00524	SRST2_20160428	NC_018953	NC_018953	98.214	125.939	4snp1indel165holes		0.044	9294	0.17	1284	00115	no
N15-00524	SRST2_20160428	NC_009793	NC_009793	98.214	126.277	3snp1indel165holes		0.033	9294	0.17	1283	00120	no
N15-00524	SRST2_20160428	NZ_CP009778	NZ_CP009778	98.893	178.549	169holes	edge0.0	0.0	15271	0.469	1188	01753	no
N15-00524	SRST2_20160428	NZ_CP011982	NZ_CP011982	98.792	162.111	31snp124indel612holes		0.061	51662	0.5	903	00944	no
N15-00524	SRST2_20160428	NC_019155	NC_019155	99.58	129.134	117snp16indel477holes		0.102	115300	0.5	354	01672	no
N15-00524	SRST2_20160428	NC_009650	NC_009650	97.818	134.681	207snp7indel2343holes		0.197	107576	0.5	409	00159	no
N15-00524	SRST2_20160428	NZ_CP009115	NZ_CP009115	76.856	110.238	910snp22indel27312holes		1.003	118061	0.5	332	01461	no
N15-00524	SRST2_20160428	NZ_CP011981	NZ_CP011981	98.139	123.135	170snp6indel2429holes		0.133	130552	0.5	290	00020	no
N15-00524	SRST2_20160428	NC_025187	NC_025187	99.999	136.218	36snp5indel		0.031	114464	0.495	358	01678	no
N15-00525	SRST2_20160428	NC_019101	NC_019101	100.0	734.1			0.0	2699	0.195	1738	00834	no
N15-00525	SRST2_20160428	NC_019151	NC_019151	99.959	162.775	2snp4indel		0.02	9803	0.192	1268	01147	no
N15-00525	SRST2_20160428	NC_019103	NC_019103	97.855	723.402	1snp59holes		0.037	2750	0.199	1732	00838	no
N15-00525	SRST2_20160428	NC_014478	NC_014478	99.23	42.849	89snp5indel60holes		1.095	8187	0.407	1331	01194	no
N15-00525	SRST2_20160428	NC_012916	NC_012916	100.0	734.354			0.0	2699	0.199	1737	00841	no
N15-00525	SRST2_20160428	NC_019279	NC_019279	97.853	722.553	58holes		0.0	2702	0.198	1736	00842	no
N15-00525	SRST2_20160428	NC_019135	NC_019135	78.924	280.599	45snp4indel982holes		1.222	4664	0.49	1596	00856	no
N15-00525	SRST2_20160428	NC_019990	NC_019990	81.674	158.776	79snp5indel1068holes		1.654	5844	0.5	1468	01159	no
N15-00525	SRST2_20160428	NC_021157	NC_021157	82.738	246.464	68snp5indel806holes		1.758	4675	0.49	1593	00859	no
N15-00547	SRST2_20160428	NZ_CP009862	NZ_CP009862	88.809	294.921	121snp8indel8968holes		0.17	80186	0.5	622	00645	no
N15-00547	SRST2_20160428	NC_019151	NC_019151	99.959	190.038	2snp4indel		0.02	9803	0.149	1268	01147	no
N15-00547	SRST2_20160428	NC_014368	NC_014368	76.431	275.797	591snp44indel18662holes		0.975	79307	0.5	627	00648	no
N15-00547	SRST2_20160428	NC_023910	NC_023910	81.607	314.597	145snp15indel9812holes		0.333	53416	0.5	885	01102	no
N15-00547	SRST2_20160428	NC_011383	NC_011383	80.998	221.772	397snp21indel13412holes		0.694	70655	0.499	704	01488	no
N15-00547	SRST2_20160428	NC_024974	NC_024974	85.443	338.745	300snp14indel6290holes		0.811	43265	0.5	987	01718	no
N15-00547	SRST2_20160428	NZ_CP009853	NZ_CP009853	89.678	314.557	127snp12indel5829holes		0.25	56557	0.5	856	00956	no
N15-00547	SRST2_20160428	NC_021622	NC_021622	82.115	321.346	72snp9indel10043holes		0.156	56171	0.5	857	00957	no
N15-00547	SRST2_20160428	NC_025186	NC_025186	76.594	319.203	82snp13indel13852holes		0.181	59228	0.5	836	00712	no
N15-00547	SRST2_20160428	NC_019087	NC_019087	81.988	293.274	337snp27indel7952holes		0.929	44216	0.5	970	01070	no
N15-00547	SRST2_20160428	NZ_CP009867	NZ_CP009867	99.989	309.164	86snp10indel		0.159	54000	0.5	877	01216	no
N15-00547	SRST2_20160428	NZ_CP011589	NZ_CP011589	99.598	307.924	89snp11indel230holes		0.151	59138	0.5	838	00716	no
N15-00547	SRST2_20160428	NC_022374	NC_022374	80.516	300.54	156snp14indel10582holes		0.356	54373	0.5	871	01222	no
N15-00547	SRST2_20160428	NC_015515	NC_015515	78.984	304.901	10snp1indel2206holes	edge0.0	0.121	10497	0.5	1255	01315	no
N15-00547	SRST2_20160428	NZ_CP009874	NZ_CP009874	75.333	230.878	489snp17indel12336holes		1.297	50051	0.5	919	00811	no
N15-00547	SRST2_20160428	NC_011385	NC_011385	83.811	286.404	66snp6indel12240holes		0.104	75617	0.5	653	01555	no
N15-00547	SRST2_20160428	NC_019166	NC_019166	83.204	319.077	57snp9indel8522holes		0.135	50775	0.5	915	00813	no
N15-00547	SRST2_20160428	NZ_CP009858	NZ_CP009858	99.988	316.393	84snp8indel		0.167	50333	0.5	917	00815	no
N15-00547	SRST2_20160428	NC_019124	NC_019124	87.435	293.044	282snp12indel5144holes	edge0.0	0.787	40995	0.5	1010	01178	no
N15-00547	SRST2_20160428	NC_020088	NC_020088	78.174	380.129	88snp7indel11160holes		0.22	51160	0.5	912	00820	no
N15-00547	SRST2_20160428	NC_021664	NC_021664	89.78	231.274	419snp26indel5409holes		0.879	53081	0.489	893	01230	no
N15-00547	SRST2_20160428	NC_019033	NC_019033	85.066	313.094	318snp18indel6320holes	edge0.0	0.882	42379	0.5	993	01584	no
N15-00547	SRST2_20160428	NC_014208	NC_014208	85.494	327.665	76snp12indel7919holes		0.163	54641	0.5	868	01087	no
N15-00547	SRST2_20160428	NZ_CP012143	NZ_CP012143	79.339	325.32	319snp43indel8669holes		0.957	42002	0.5	999	01586	no
N15-00547	SRST2_20160428	NC_014478	NC_014478	99.524	114.371	36snp11indel29holes		0.441	8187	0.5	1331	01194	no
N15-00547	SRST2_20160428	NC_021660	NC_021660	90.124	232.984	470snp29indel5375holes		0.955	54605	0.498	869	01086	no
N15-00547	SRST2_20160428	NC_019098	NC_019098	84.141	313.285	307snp13indel6259holes	edge1.0	0.923	39510	0.499	1024	00864	no
N15-00547	SRST2_20160428	NC_023909	NC_023909	75.371	312.445	153snp15indel14328holes		0.349	58228	0.5	845	00823	no
N15-00547	SRST2_20160428	NC_025019	NC_025019	83.01	331.654	134snp8indel11131holes		0.246	65549	0.5	782	00726	no
N15-00547	SRST2_20160428	NZ_CP009864	NZ_CP009864	99.99	305.542	87snp8indel		0.139	62589	0.5	809	00357	no
N15-00547	SRST2_20160428	NC_022375	NC_022375	76.272	334.382	56snp5indel14091holes		0.124	59395	0.5	829	00584	no
N15-00547	SRST2_20160428	NC_024967	NC_024967	92.408	278.177	295snp8indel5521holes		0.438	72800	0.497	686	00134	no
N15-00547	SRST2_20160428	NZ_CP014524	NZ_CP014524	99.988	324.588	82snp11indel		0.166	49467	0.5	925	00705	no
N15-00549	SRST2_20160428	NZ_CP011979	NZ_CP011979	91.974	163.49	31snp3indel1621holes		0.167	20222	0.459	1165	01780	no
N15-00549	SRST2_20160428	NZ_CP006919	NZ_CP006919	97.659	103.235	32snp592holes	edge0.0	0.13	25284	0.319	1140	00240	no
N15-00549	SRST2_20160428	NC_019151	NC_019151	99.959	54.113	3snp4indel		0.031	9803	0.229	1268	01147	no
N15-00549	SRST2_20160428	NC_009649	NC_009649	89.599	89.407	421snp13indel18286holes		0.267	175879	0.5	155	00444	no
N15-00549	SRST2_20160428	NZ_CP011988	NZ_CP011988	100.0	146.333			0.0	13841	0.319	1213	00771	no
N15-00549	SRST2_20160428	NZ_CP006663	NZ_CP006663	77.875	99.041	317snp23indel26039holes		0.346	117755	0.5	335	01454	no
N15-00549	SRST2_20160428	NC_019384	NC_019384	99.998	76.876	49snp4indel		0.092	53286	0.496	889	01104	no
N15-00549	SRST2_20160428	NZ_CP011983	NZ_CP011983	99.998	82.053	40snp1indel		0.092	43380	0.498	986	01717	no
N15-00549	SRST2_20160428	NZ_CP011990	NZ_CP011990	91.982	94.874	182snp9indel13029holes		0.122	162533	0.5	190	00932	no
N15-00549	SRST2_20160428	NC_019157	NC_019157	99.998	82.648	30snp1indel		0.069	43380	0.496	984	01719	no
N15-00549	SRST2_20160428	NZ_CP006928	NZ_CP006928	92.785	107.525	24snp2indel1026holes	edge0.0	0.182	14249	0.494	1202	00892	no
N15-00549	SRST2_20160428	NZ_CP008930	NZ_CP008930	94.08	94.323	225snp11indel11097holes		0.127	187571	0.5	133	01475	no
N15-00549	SRST2_20160428	NZ_CP011977	NZ_CP011977	83.32	106.201	328snp17indel36491holes		0.18	218836	0.5	92	00055	no
N15-00549	SRST2_20160428	NC_020552	NC_020552	81.008	92.253	78snp10indel10255holes		0.178	54038	0.5	876	01215	no
N15-00549	SRST2_20160428	NC_022740	NC_022740	87.67	81.622	58snp5703holes		0.143	46253	0.5	953	01343	no
N15-00549	SRST2_20160428	NC_024992	NC_024992	75.316	90.6	357snp15indel44967holes		0.26	182204	0.5	141	00567	no
N15-00549	SRST2_20160428	NC_021666	NC_021666	100.0	141.986			0.0	14709	0.359	1195	00087	no
N15-00549	SRST2_20160428	NZ_CP014006	NZ_CP014006	87.641	81.421	56snp5705holes		0.138	46161	0.5	957	01347	no
N15-00549	SRST2_20160428	NZ_CP012990	NZ_CP012990	87.645	81.502	56snp5703holes		0.138	46161	0.5	956	01348	no
N15-00549	SRST2_20160428	NC_020132	NC_020132	93.461	86.919	162snp13indel10800holes		0.105	165295	0.5	187	01079	no
N15-00549	SRST2_20160428	NZ_CP010395	NZ_CP010395	99.998	81.865	40snp1indel		0.092	43380	0.496	985	01720	no
N15-00549	SRST2_20160428	NZ_CP011577	NZ_CP011577	96.621	95.391	157snp12indel4409holes		0.124	130719	0.5	287	01691	no
N15-00549	SRST2_20160428	NZ_CP009873	NZ_CP009873	100.0	146.307			0.0	13841	0.322	1212	00770	no
N15-00549	SRST2_20160428	NC_025130	NC_025130	82.452	92.83	74snp2indel9323holes		0.169	53134	0.5	891	01228	no
N15-00549	SRST2_20160428	NZ_CP010394	NZ_CP010394	100.0	146.727			0.0	13841	0.319	1211	00893	no
N15-00549	SRST2_20160428	NC_019159	NC_019159	100.0	147.359	1snp		0.007	13636	0.357	1216	00774	no
N15-00549	SRST2_20160428	NZ_CP011993	NZ_CP011993	100.0	146.137			0.0	13841	0.319	1214	00896	no
N15-00549	SRST2_20160428	NC_019161	NC_019161	84.941	78.844	12snp6392holes		0.033	42447	0.498	992	01585	no
N15-00549	SRST2_20160428	NC_011382	NC_011382	100.0	108.426	2snp		0.008	23753	0.319	1155	00380	no
N15-00549	SRST2_20160428	NZ_CP011987	NZ_CP011987	96.592	103.68	44snp2indel2522holes		0.062	74026	0.498	675	01282	no
N15-00549	SRST2_20160428	NZ_CP006927	NZ_CP006927	95.976	86.473	196snp9indel5739holes		0.143	142788	0.5	244	00188	no
N15-00549	SRST2_20160428	NZ_CP008800	NZ_CP008800	95.135	90.912	205snp10indel9475holes		0.111	194877	0.5	124	01592	no
N15-00549	SRST2_20160428	NZ_CP012884	NZ_CP012884	82.066	65.256	1047snp87indel34907holes		0.655	194742	0.5	125	01593	no
N15-00549	SRST2_20160428	NZ_CP008829	NZ_CP008829	92.141	93.481	238snp17indel19150holes		0.106	243824	0.5	71	01122	no
N15-00549	SRST2_20160428	NC_021654	NC_021654	98.205	90.696	153snp13indel4405holes		0.063	245869	0.5	70	01123	no
N15-00549	SRST2_20160428	NZ_CP009777	NZ_CP009777	95.774	89.776	194snp10indel8962holes		0.095	212192	0.5	101	00039	no
N15-00549	SRST2_20160428	NZ_CP010393	NZ_CP010393	97.873	89.8	183snp9indel4409holes		0.09	207543	0.5	107	00041	no
N15-00549	SRST2_20160428	NZ_CP008799	NZ_CP008799	99.997	104.822	41snp2indel		0.071	58050	0.491	846	00822	no
N15-00549	SRST2_20160428	NC_009793	NC_009793	98.214	85.47	3snp1indel165holes		0.033	9294	0.188	1283	00120	no
N15-00549	SRST2_20160428	NZ_CP009778	NZ_CP009778	98.887	140.54	170holes	edge0.0	0.0	15271	0.322	1188	01753	no
N15-00549	SRST2_20160428	NZ_CP011982	NZ_CP011982	98.897	122.325	42snp129indel557holes		0.082	51662	0.5	903	00944	no
N15-00549	SRST2_20160428	NC_018953	NC_018953	98.214	85.206	4snp1indel165holes		0.044	9294	0.187	1284	00115	no
N15-00549	SRST2_20160428	NZ_CP012995	NZ_CP012995	94.989	71.158	54snp2058holes		0.138	41072	0.5	1008	00635	no
N15-00550	SRST2_20160428	NC_019151	NC_019151	99.959	98.093	2snp4indel		0.02	9803	0.155	1268	01147	no
N15-00550	SRST2_20160428	NZ_CP011599	NZ_CP011599	81.133	119.115	840snp27indel15641holes		1.247	82986	0.5	601	00881	no
N15-00550	SRST2_20160428	NZ_CP011632	NZ_CP011632	81.474	119.539	850snp26indel15482holes		1.247	83652	0.5	594	01395	no
N15-00550	SRST2_20160428	NZ_CP011593	NZ_CP011593	83.756	135.784	825snp27indel11178holes		1.429	68910	0.5	746	00971	no
N15-00550	SRST2_20160428	NZ_CP006663	NZ_CP006663	81.907	114.695	665snp21indel21293holes		0.689	117755	0.5	335	01454	no
N15-00550	SRST2_20160428	NZ_CP011609	NZ_CP011609	85.569	115.15	837snp27indel10174holes	edge0.0	1.385	70610	0.5	705	01489	no
N15-00550	SRST2_20160428	NC_019056	NC_019056	76.076	176.176	10snp2indel2367holes		0.133	9902	0.5	1265	01156	no
N15-00550	SRST2_20160428	NC_024997	NC_024997	94.905	176.588	352snp6indel4582holes		0.412	89977	0.5	540	00262	no
N15-00550	SRST2_20160428	NZ_CP006666	NZ_CP006666	100.0	718.232			0.0	2219	0.151	1769	00229	no
N15-00550	SRST2_20160428	NZ_CP011614	NZ_CP011614	80.991	164.211	874snp27indel17490holes		1.172	92095	0.5	523	00520	no
N15-00550	SRST2_20160428	NZ_CP015071	NZ_CP015071	77.416	127.117	795snp16indel15679holes		1.478	69471	0.5	739	01642	no
N15-00550	SRST2_20160428	NC_010499	NC_010499	83.204	105.171	1snp1150holes	edge0.0	0.018	6847	0.459	1400	01407	no
N15-00550	SRST2_20160428	NC_019154	NC_019154	80.593	108.681	530snp18indel12002holes		1.063	61881	0.5	815	00472	no
N15-00550	SRST2_20160428	NC_020280	NC_020280	84.807	497.464	6snp2indel762holes	edge0.0	0.141	5022	0.5	1566	01709	no
N15-00550	SRST2_20160428	NZ_CP014698	NZ_CP014698	84.657	114.544	1168snp82indel15334holes		1.376	100196	0.5	449	01413	no
N15-00550	SRST2_20160428	NC_011641	NC_011641	82.562	108.112	698snp27indel11849holes	edge0.0	1.243	68018	0.5	757	00847	no
N15-00550	SRST2_20160428	NC_019346	NC_019346	82.034	97.879	758snp27indel11937holes	edge2.0	1.388	66531	0.5	772	01113	no
N15-00550	SRST2_20160428	NZ_CP009857	NZ_CP009857	75.377	174.962	739snp20indel19090holes	edge0.0	1.264	77575	0.5	639	00779	no
N15-00550	SRST2_20160428	NC_019368	NC_019368	85.601	155.143	748snp25indel12620holes		0.996	87731	0.5	563	01748	no
N15-00550	SRST2_20160428	NC_021488	NC_021488	81.934	120.608	480snp16indel11300holes	del2	0.936	62592	0.5	808	00358	no
N15-00550	SRST2_20160428	NC_005246	NC_005246	83.039	87.614	874snp22indel10186holes		1.749	60145	0.5	825	00586	no
N15-00550	SRST2_20160428	NZ_CP015075	NZ_CP015075	82.207	127.854	491snp11indel11303holes		0.94	63543	0.5	801	00361	no
N15-00550	SRST2_20160428	NC_023027	NC_023027	82.127	127.979	483snp20indel11359holes		0.925	63578	0.5	800	00362	no
N15-00550	SRST2_20160428	NZ_CP011640	NZ_CP011640	83.484	103.437	824snp23indel12060holes		1.35	73100	0.5	683	00137	no
N15-00550	SRST2_20160428	NC_025134	NC_025134	78.201	127.319	546snp21indel19700holes		0.772	90439	0.5	538	00415	no
11A14CRGN091-org2	SRST2_20160428	NC_019101	NC_019101	100.0	178.498			0.0	2699	0.493	1738	00834	no
11A14CRGN091-org2	SRST2_20160428	NC_019151	NC_019151	99.959	71.029	2snp4indel		0.02	9803	0.222	1268	01147	no
11A14CRGN091-org2	SRST2_20160428	NC_019084	NC_019084	78.099	173.671	22snp675holes		0.914	3082	0.222	1716	01819	no
11A14CRGN091-org2	SRST2_20160428	NC_019049	NC_019049	100.0	48.158	4snp		0.1	4012	0.143	1649	01608	no
11A14CRGN091-org2	SRST2_20160428	NC_019103	NC_019103	97.964	174.966	1snp56holes		0.037	2750	0.5	1732	00838	no
11A14CRGN091-org2	SRST2_20160428	NC_014478	NC_014478	99.353	36.775	86snp4indel51holes		1.057	8187	0.5	1331	01194	no
11A14CRGN091-org2	SRST2_20160428	NC_012916	NC_012916	100.0	177.371			0.0	2699	0.5	1737	00841	no
11A14CRGN091-org2	SRST2_20160428	NC_019279	NC_019279	97.816	176.021	59holes		0.0	2702	0.5	1736	00842	no
11A14CRGN091-org2	SRST2_20160428	NZ_CP012490	NZ_CP012490	75.904	50.836	76snp1indel560holes		4.308	2324	0.5	1764	00236	no
11A-15-CRGN-052A	SRST2_20160428	NZ_CP007733	NZ_CP007733	77.414	106.673	708snp20indel18151holes		1.137	80411	0.497	620	00647	no
11A-15-CRGN-052A	SRST2_20160428	NZ_CP011599	NZ_CP011599	77.969	113.169	929snp27indel18266holes		1.435	82986	0.5	601	00881	no
11A-15-CRGN-052A	SRST2_20160428	NZ_CP011632	NZ_CP011632	80.917	111.789	885snp26indel15947holes		1.307	83652	0.5	594	01395	no
11A-15-CRGN-052A	SRST2_20160428	NZ_CP011593	NZ_CP011593	85.018	103.735	788snp27indel10307holes		1.345	68910	0.5	746	00971	no
11A-15-CRGN-052A	SRST2_20160428	NZ_CP011609	NZ_CP011609	87.611	115.702	785snp27indel8731holes	edge0.0	1.269	70610	0.5	705	01489	no
